Dataset,Sample,Prediction
atcosim_corpus,atcosim_corpus/sample_1725.wav,alitalia six four seven four squawk two seven six two
atcosim_corpus,atcosim_corpus/sample_1726.wav,u s air one four air two five seven contact reims one three four decimal four
atcosim_corpus,atcosim_corpus/sample_1727.wav,good day
atcosim_corpus,atcosim_corpus/sample_1728.wav,lufthansa five three zero five squawk two seven five six
atcosim_corpus,atcosim_corpus/sample_1729.wav,alitalia six four seven four is identified
atcosim_corpus,atcosim_corpus/sample_1730.wav,condor nine seven two climb to level three four zero
atcosim_corpus,atcosim_corpus/sample_1731.wav,balkan four three one squawk
atcosim_corpus,atcosim_corpus/sample_1732.wav,squawk seven five three seven
atcosim_corpus,atcosim_corpus/sample_1733.wav,delta echo bravo
atcosim_corpus,atcosim_corpus/sample_1734.wav,disregard
atcosim_corpus,atcosim_corpus/sample_1735.wav,air berlin five two five five contact rhein one two zero decimal nine two
atcosim_corpus,atcosim_corpus/sample_1736.wav,condor nine seven two contact zurich one three three decimal four
atcosim_corpus,atcosim_corpus/sample_1737.wav,affirm
atcosim_corpus,atcosim_corpus/sample_1738.wav,french line nine one six five identified
atcosim_corpus,atcosim_corpus/sample_1739.wav,tarom seven five three three contact reims on frequency
atcosim_corpus,atcosim_corpus/sample_1740.wav,standby a second
atcosim_corpus,atcosim_corpus/sample_1741.wav,one three four decimal four yeah
atcosim_corpus,atcosim_corpus/sample_1742.wav,air france one five zero nine squawk two seven seven six
atcosim_corpus,atcosim_corpus/sample_1743.wav,hamburg air two five zero two contact geneva one three three decimal one five
atcosim_corpus,atcosim_corpus/sample_1744.wav,lufthansa five three zero five confirm you are going to zurich east
atcosim_corpus,atcosim_corpus/sample_1745.wav,iberia three five three zero continue descend to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1746.wav,iberia three five three zero descend flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1747.wav,japanair four one nine are you on this frequency
atcosim_corpus,atcosim_corpus/sample_1748.wav,lufthansa four seven zero three identified
atcosim_corpus,atcosim_corpus/sample_1749.wav,lufthansa four three nine zero descend to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1750.wav,lufthansa four three nine zero contact milano one three four decimal five two
atcosim_corpus,atcosim_corpus/sample_1751.wav,lufthansa four four zero eight is identified
atcosim_corpus,atcosim_corpus/sample_1752.wav,air france one five zero nine climb to flight level three four zero
atcosim_corpus,atcosim_corpus/sample_1753.wav,delta echo bravo climb to level three four zero
atcosim_corpus,atcosim_corpus/sample_1754.wav,delta echo bravo contact zurich one three three decimal four
atcosim_corpus,atcosim_corpus/sample_1755.wav,japanair four one nine is identified
atcosim_corpus,atcosim_corpus/sample_1756.wav,hapag lloyd one two four is identified
atcosim_corpus,atcosim_corpus/sample_1757.wav,alitalia six four seven four maintain your flight level three two zero
atcosim_corpus,atcosim_corpus/sample_1758.wav,japanair four one nine continue descend to flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1759.wav,bama one five is identified
atcosim_corpus,atcosim_corpus/sample_1760.wav,standby
atcosim_corpus,atcosim_corpus/sample_1761.wav,air france one five zero nine turn left to hochwald
atcosim_corpus,atcosim_corpus/sample_1762.wav,who is that calling please condor triple six
atcosim_corpus,atcosim_corpus/sample_1763.wav,roger
atcosim_corpus,atcosim_corpus/sample_1764.wav,condor triple six standby for identification
atcosim_corpus,atcosim_corpus/sample_1765.wav,condor triple six climb to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1766.wav,speed way three three five two confirm your position is you are identified
atcosim_corpus,atcosim_corpus/sample_1767.wav,yeah identified
atcosim_corpus,atcosim_corpus/sample_1768.wav,lufthansa four four zero eight turn right to st prex
atcosim_corpus,atcosim_corpus/sample_1769.wav,lufthansa four seven zero three descend to flight level three one zero
atcosim_corpus,atcosim_corpus/sample_1770.wav,air france one five zero nine contact now zurich on one three three decimal four
atcosim_corpus,atcosim_corpus/sample_1771.wav,lufthansa five three zero five contact rhein radar one three two decimal four
atcosim_corpus,atcosim_corpus/sample_1772.wav,balkan four three one contact reims on one three four decimal four
atcosim_corpus,atcosim_corpus/sample_1773.wav,tarom seven five three four is identified
atcosim_corpus,atcosim_corpus/sample_1774.wav,air france six eight nine are you on frequency
atcosim_corpus,atcosim_corpus/sample_1775.wav,roger squawk five seven two one
atcosim_corpus,atcosim_corpus/sample_1776.wav,japanair four one nine descend to flight level two five zero
atcosim_corpus,atcosim_corpus/sample_1777.wav,klm three four six contact rhein one two zero decimal nine two
atcosim_corpus,atcosim_corpus/sample_1778.wav,alitalia six four seven four contact rhein one two zero nine two
atcosim_corpus,atcosim_corpus/sample_1779.wav,japanair four one nine contact geneva milano one three four decimal five two
atcosim_corpus,atcosim_corpus/sample_1780.wav,iberia three five three zero contact milano one three four five two
atcosim_corpus,atcosim_corpus/sample_1781.wav,air france one five zero nine you are standby
atcosim_corpus,atcosim_corpus/sample_1782.wav,lufthansa four four zero eight what is your requested flight level
atcosim_corpus,atcosim_corpus/sample_1783.wav,roger maintain three one zero final level expect higher with geneva
atcosim_corpus,atcosim_corpus/sample_1784.wav,speed bird nine four november is your callsign
atcosim_corpus,atcosim_corpus/sample_1785.wav,air france zero zero nine november squawk three four no two seven four four
atcosim_corpus,atcosim_corpus/sample_1786.wav,hapag lloyd say again the callsign
atcosim_corpus,atcosim_corpus/sample_1787.wav,air france two six two one squawk two seven seven three
atcosim_corpus,atcosim_corpus/sample_1788.wav,ltu one six zero two you are identified climb initially to flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1789.wav,one six zero two i m sorry stop climb at flight level two nine zero final level
atcosim_corpus,atcosim_corpus/sample_1790.wav,air france six eight nine disregard
atcosim_corpus,atcosim_corpus/sample_1791.wav,condor triple six contact geneva one three three decimal one five
atcosim_corpus,atcosim_corpus/sample_1792.wav,air france six eight nine turn left ten degrees report new heading
atcosim_corpus,atcosim_corpus/sample_1793.wav,thank you break speed way five five three two descend to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1794.wav,yes what did i say
atcosim_corpus,atcosim_corpus/sample_1795.wav,well i m a little bit in stress
atcosim_corpus,atcosim_corpus/sample_1796.wav,speed way three three five two descend to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1797.wav,lufthansa four seven zero three descend to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1798.wav,french line nine one six five contact milano one three four five two
atcosim_corpus,atcosim_corpus/sample_1799.wav,the air france two six two one is in radar contact and theair france zero zero nine is on radar contact
atcosim_corpus,atcosim_corpus/sample_1800.wav,alitalia one five eight proceed direct to luxeuil
atcosim_corpus,atcosim_corpus/sample_1801.wav,there was one station calling before say again please
atcosim_corpus,atcosim_corpus/sample_1802.wav,alitalia one five zero squawk two seven four five
atcosim_corpus,atcosim_corpus/sample_1803.wav,lufthansa four four zero eight still with me
atcosim_corpus,atcosim_corpus/sample_1804.wav,lufthansa four four zero eight contact geneva one three three one five
atcosim_corpus,atcosim_corpus/sample_1805.wav,lufthansa four seven zero three contact milano one three four decimal five two
atcosim_corpus,atcosim_corpus/sample_1806.wav,hapag lloyd one two four contact rhein one three two decimal four
atcosim_corpus,atcosim_corpus/sample_1807.wav,tarom seven five three four rhein
atcosim_corpus,atcosim_corpus/sample_1808.wav,just wanted to know whether you are on frequency
atcosim_corpus,atcosim_corpus/sample_1809.wav,ok proceed direct to fusse
atcosim_corpus,atcosim_corpus/sample_1810.wav,lufthansa three six zero four is identified
atcosim_corpus,atcosim_corpus/sample_1811.wav,the lufthansa three five six six is identified
atcosim_corpus,atcosim_corpus/sample_1812.wav,lufthansa three five six six climb to flight level three one zero
atcosim_corpus,atcosim_corpus/sample_1813.wav,yeah air france six eight nine turn left to morok
atcosim_corpus,atcosim_corpus/sample_1814.wav,ltu one six zero two contact geneva one three three decimal one five
atcosim_corpus,atcosim_corpus/sample_1815.wav,lufthansa three six zero four climb to flight level three one zero
atcosim_corpus,atcosim_corpus/sample_1816.wav,lufthansa three five six six proceed direct to canne
atcosim_corpus,atcosim_corpus/sample_1817.wav,spar eight nine squawk two seven seven four
atcosim_corpus,atcosim_corpus/sample_1818.wav,spar eight nine proceed direct to olben
atcosim_corpus,atcosim_corpus/sample_1819.wav,affirm afterwards flight planned route
atcosim_corpus,atcosim_corpus/sample_1820.wav,alitalia one five eight contact reims one three four four
atcosim_corpus,atcosim_corpus/sample_1821.wav,alitalia one five zero climb to flight level three hundred
atcosim_corpus,atcosim_corpus/sample_1822.wav,lufthansa four thousand seven hundred is identified
atcosim_corpus,atcosim_corpus/sample_1823.wav,what is your callsign
atcosim_corpus,atcosim_corpus/sample_1824.wav,yeah lufthansa five two three six you have been sent to the wrong frequency contact rhein on one two zero decimal nine two please
atcosim_corpus,atcosim_corpus/sample_1825.wav,speed way three three five two contact milano one three four decimal five two
atcosim_corpus,atcosim_corpus/sample_1826.wav,lufthansa three five six six climb now to flight level three two zero
atcosim_corpus,atcosim_corpus/sample_1827.wav,spar eight nine descend flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1828.wav,lufthansa three five six six continue climb now to flight level three four zero
atcosim_corpus,atcosim_corpus/sample_1829.wav,affirm
atcosim_corpus,atcosim_corpus/sample_1830.wav,lufthansa three six zero four climb to flight level disregard maintain three one zero
atcosim_corpus,atcosim_corpus/sample_1831.wav,lufthansa three six zero four proceed direct to canne
atcosim_corpus,atcosim_corpus/sample_1832.wav,affirm three six zero four climb to flight level three four zero
atcosim_corpus,atcosim_corpus/sample_1833.wav,lufthansa three five six six contact zurich one three three four
atcosim_corpus,atcosim_corpus/sample_1834.wav,lufthansa three six zero four what will be your rate of climb
atcosim_corpus,atcosim_corpus/sample_1835.wav,that s ok
atcosim_corpus,atcosim_corpus/sample_1836.wav,tarom seven five three five contact milano one three four five two
atcosim_corpus,atcosim_corpus/sample_1837.wav,lufthansa three six zero four contact zurich one three three four
atcosim_corpus,atcosim_corpus/sample_1838.wav,air france six eight nine contact reims one three
atcosim_corpus,atcosim_corpus/sample_1839.wav,one three four four
atcosim_corpus,atcosim_corpus/sample_1840.wav,likewise air france six eight nine reims one three four decimal four
atcosim_corpus,atcosim_corpus/sample_1841.wav,and the last one is the air france two six two one reims one three four four
atcosim_corpus,atcosim_corpus/sample_1842.wav,lufthansa four thousand seven hundred climb to flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1843.wav,and that wasn t air malta calling say again your callsign
atcosim_corpus,atcosim_corpus/sample_1844.wav,air malta four five zero squawk seven five three four
atcosim_corpus,atcosim_corpus/sample_1845.wav,air malta four five zero proceed to zulu uniform echo
atcosim_corpus,atcosim_corpus/sample_1846.wav,alitalia one five zero proceed to kilo romeo hotel karlsruhe
atcosim_corpus,atcosim_corpus/sample_1847.wav,spar eight nine proceed now direct to st prex
atcosim_corpus,atcosim_corpus/sample_1848.wav,lufthansa four thousand seven hundred proceed to olben
atcosim_corpus,atcosim_corpus/sample_1849.wav,to st prex flight planned route
atcosim_corpus,atcosim_corpus/sample_1850.wav,air malta one zero four squawk five seven three zero
atcosim_corpus,atcosim_corpus/sample_1851.wav,no five seven three zero
atcosim_corpus,atcosim_corpus/sample_1852.wav,lauda one zero nine squawk two seven four six
atcosim_corpus,atcosim_corpus/sample_1853.wav,lufthansa four thousand seven hundred climb to flight level three four zero
atcosim_corpus,atcosim_corpus/sample_1854.wav,lufthansa four seven zero zero contact zurich one three three four
atcosim_corpus,atcosim_corpus/sample_1855.wav,air berlin five two six one is identified proceed to olben after olben st prex
atcosim_corpus,atcosim_corpus/sample_1856.wav,lauda one zero nine is identified
atcosim_corpus,atcosim_corpus/sample_1857.wav,french air force four four one zero is identified descend to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1858.wav,who is that please
atcosim_corpus,atcosim_corpus/sample_1859.wav,is it p papa golf alfa portugalia five four three identified
atcosim_corpus,atcosim_corpus/sample_1860.wav,tun air four eight zero two squawk two seven five one
atcosim_corpus,atcosim_corpus/sample_1861.wav,alitalia four one six standby portugalia five four three climb to flight level three one zero
atcosim_corpus,atcosim_corpus/sample_1862.wav,who is calling
atcosim_corpus,atcosim_corpus/sample_1863.wav,alitalia four zero four squawk seven five three two
atcosim_corpus,atcosim_corpus/sample_1864.wav,air malta one zero four is identified the tun air four eight zero two is identified
atcosim_corpus,atcosim_corpus/sample_1865.wav,alitalia one five zero contact rhein one two zero decimal nine two
atcosim_corpus,atcosim_corpus/sample_1866.wav,condor six zero seven contact rhein one three two four
atcosim_corpus,atcosim_corpus/sample_1867.wav,french air force five five one zero report your rate of descent
atcosim_corpus,atcosim_corpus/sample_1868.wav,that s ok
atcosim_corpus,atcosim_corpus/sample_1869.wav,and french air force four four one zero stop descend at flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1870.wav,ok
atcosim_corpus,atcosim_corpus/sample_1871.wav,yeah alitalia four one six squawk seven five three three
atcosim_corpus,atcosim_corpus/sample_1872.wav,spar eight nine contact geneva one three three decimal one five
atcosim_corpus,atcosim_corpus/sample_1873.wav,airlink one three identified
atcosim_corpus,atcosim_corpus/sample_1874.wav,ifo two two bravo squawk seven five three five
atcosim_corpus,atcosim_corpus/sample_1875.wav,alitalia three two four squawk five seven four seven
atcosim_corpus,atcosim_corpus/sample_1876.wav,affirm
atcosim_corpus,atcosim_corpus/sample_1877.wav,aero lloyd five three three is identified
atcosim_corpus,atcosim_corpus/sample_1878.wav,aero lloyd five three three are you able to accept level three seven correction three six zero
atcosim_corpus,atcosim_corpus/sample_1879.wav,yes standby a second
atcosim_corpus,atcosim_corpus/sample_1880.wav,alitalia four zero four report your mach number
atcosim_corpus,atcosim_corpus/sample_1881.wav,alitalia three two four report your mach number
atcosim_corpus,atcosim_corpus/sample_1882.wav,ok alitalia three two four reduce to decimal seven seven
atcosim_corpus,atcosim_corpus/sample_1883.wav,alitalia four zero four speed up to mach decimal seven seven
atcosim_corpus,atcosim_corpus/sample_1884.wav,alitalia four one six climb to flight level three zero zero
atcosim_corpus,atcosim_corpus/sample_1885.wav,affirm final level
atcosim_corpus,atcosim_corpus/sample_1886.wav,air france six four seven squawk five seven two seven
atcosim_corpus,atcosim_corpus/sample_1887.wav,portugalia five four three contact milano one three three one five
atcosim_corpus,atcosim_corpus/sample_1888.wav,affirm
atcosim_corpus,atcosim_corpus/sample_1889.wav,air france what is the callsign
atcosim_corpus,atcosim_corpus/sample_1890.wav,air france six seven zero say your position
atcosim_corpus,atcosim_corpus/sample_1891.wav,there is obviously one killed
atcosim_corpus,atcosim_corpus/sample_1892.wav,o what is your flight level passing
atcosim_corpus,atcosim_corpus/sample_1893.wav,we will simply kill that aircraft
atcosim_corpus,atcosim_corpus/sample_1894.wav,air france six seven zero you are identified
atcosim_corpus,atcosim_corpus/sample_1895.wav,say again the callsign
atcosim_corpus,atcosim_corpus/sample_1896.wav,nine six zero one squawk two seven six four
atcosim_corpus,atcosim_corpus/sample_1897.wav,lufthansa five five zero four yes i ll call you back in a minute for identification
atcosim_corpus,atcosim_corpus/sample_1898.wav,crossair five one eight is identified climb flight level two eight zero
atcosim_corpus,atcosim_corpus/sample_1899.wav,sata nine six zero one is identified o it s over now
atcosim_corpus,atcosim_corpus/sample_1900.wav,thank you very much thank you very bye
uwb_atcc,uwb_atcc/sample_0.wav,for clearance we have information lima
uwb_atcc,uwb_atcc/sample_1.wav,el al five two two startup approved time four five
uwb_atcc,uwb_atcc/sample_2.wav,clearance to telaviv via voz one hotel departure squawk alfa
uwb_atcc,uwb_atcc/sample_3.wav,one four four
uwb_atcc,uwb_atcc/sample_4.wav,cleared via voz one hotel
uwb_atcc,uwb_atcc/sample_5.wav,departure runway one three
uwb_atcc,uwb_atcc/sample_6.wav,one four four two el al five
uwb_atcc,uwb_atcc/sample_7.wav,correct
uwb_atcc,uwb_atcc/sample_8.wav,nor shuttle one five one five line up runway three one
uwb_atcc,uwb_atcc/sample_9.wav,opera jet three zero zero just for confirmation one hotel
uwb_atcc,uwb_atcc/sample_10.wav,one hotel opera
uwb_atcc,uwb_atcc/sample_11.wav,csa three seven alfa runway three one cleared for takeoff wind one six zero degrees five knots
uwb_atcc,uwb_atcc/sample_12.wav,runway three one cleared for takeoff
uwb_atcc,uwb_atcc/sample_13.wav,and
uwb_atcc,uwb_atcc/sample_14.wav,tower
uwb_atcc,uwb_atcc/sample_15.wav,m sierra four
uwb_atcc,uwb_atcc/sample_16.wav,zulu mike sierra four tower good morning roger
uwb_atcc,uwb_atcc/sample_17.wav,ruzyne tower good day austrian seven zero six papa on lima austrian six seven zero papa tower good morn
uwb_atcc,uwb_atcc/sample_18.wav,csa seven three one contact ruzyne ground one two one decimal nine
uwb_atcc,uwb_atcc/sample_19.wav,one nine csa seven one
uwb_atcc,uwb_atcc/sample_20.wav,ruzyne tower sky travel one one zero two stand two two alfa
uwb_atcc,uwb_atcc/sample_21.wav,ready for clearance and startup
uwb_atcc,uwb_atcc/sample_22.wav,and
uwb_atcc,uwb_atcc/sample_23.wav,sky travel one one zero two ruzyne tower
uwb_atcc,uwb_atcc/sample_24.wav,startup is appro
uwb_atcc,uwb_atcc/sample_25.wav,lufthansa zero three zero zero clear to land runway three one
uwb_atcc,uwb_atcc/sample_26.wav,vozice one bravo departure and squawk one four zero four
uwb_atcc,uwb_atcc/sample_27.wav,sky travel one one zero twoapproach runway three one bravo squawk one four zero two
uwb_atcc,uwb_atcc/sample_28.wav,one four zero four squawk one four zero f
uwb_atcc,uwb_atcc/sample_29.wav,we are ready for
uwb_atcc,uwb_atcc/sample_30.wav,push back approved
uwb_atcc,uwb_atcc/sample_31.wav,sky travel one zero one one one z
uwb_atcc,uwb_atcc/sample_32.wav,csa two nine six ruzyne tower
uwb_atcc,uwb_atcc/sample_33.wav,csa two nine six startup approved mike current qnh one zero one eight time check one seven
uwb_atcc,uwb_atcc/sample_34.wav,cleared to oscar lima bravo alfa via one hotel departure squawk one four three three startup approved
uwb_atcc,uwb_atcc/sample_35.wav,approved cleared to destination beirut one hotel departure squawk one four three three csa two nine si
uwb_atcc,uwb_atcc/sample_36.wav,csa two nine six confirm you are in
uwb_atcc,uwb_atcc/sample_37.wav,roger
uwb_atcc,uwb_atcc/sample_38.wav,and
uwb_atcc,uwb_atcc/sample_39.wav,time air six one two papa vacate romeo ground one two one nine
uwb_atcc,uwb_atcc/sample_40.wav,romeo and ground one two one nine
uwb_atcc,uwb_atcc/sample_41.wav,six one two papa
uwb_atcc,uwb_atcc/sample_42.wav,swiss four eight seven november runway three one cleared for takeoff wind one three zero degrees seven knots
uwb_atcc,uwb_atcc/sample_43.wav,cleared takeoff runway three one swiss four eight seven
uwb_atcc,uwb_atcc/sample_44.wav,ruzyne tower czech holidays seven four two zero ready
uwb_atcc,uwb_atcc/sample_45.wav,czech holiday seven four two zero roger
uwb_atcc,uwb_atcc/sample_46.wav,csa four nine four line up runway one three
uwb_atcc,uwb_atcc/sample_47.wav,csa four nine
uwb_atcc,uwb_atcc/sample_48.wav,sky travel six seven zero squawk one four four four
uwb_atcc,uwb_atcc/sample_49.wav,sky travel one zero three seven taxi via lima kilo hotel one stand tw
uwb_atcc,uwb_atcc/sample_50.wav,wizz air four quebec sierra
uwb_atcc,uwb_atcc/sample_51.wav,kilo hotel one stand two six sky travel on
uwb_atcc,uwb_atcc/sample_52.wav,easy six eight kilo papa line up runway one three and wait line up one three easy six eight klm five five tango
uwb_atcc,uwb_atcc/sample_53.wav,ruzyne tower
uwb_atcc,uwb_atcc/sample_54.wav,csa se
uwb_atcc,uwb_atcc/sample_55.wav,fully established ils three one
uwb_atcc,uwb_atcc/sample_56.wav,sky travel one zero three five tower runway three one clear to land wind one eight zero degrees four knots
uwb_atcc,uwb_atcc/sample_57.wav,runway three one
uwb_atcc,uwb_atcc/sample_58.wav,csa nine two three runway one three clear to land wind zero one zero degrees four knots
uwb_atcc,uwb_atcc/sample_59.wav,runway one three clear to land csa nine two three
uwb_atcc,uwb_atcc/sample_60.wav,german wings seven papa runway three one clear to land wind zero eight zero degrees two knots
uwb_atcc,uwb_atcc/sample_61.wav,papa cleared to land
uwb_atcc,uwb_atcc/sample_62.wav,three one
uwb_atcc,uwb_atcc/sample_63.wav,sky travel one two zero zero line up runway three one be ready for immediate departure
uwb_atcc,uwb_atcc/sample_64.wav,csa seven seven three tower continue approach
uwb_atcc,uwb_atcc/sample_65.wav,tower good evening austrian seven one two zulu ready for departure
uwb_atcc,uwb_atcc/sample_66.wav,hello austrian seven one two zulu ruzyne tower roger line up runway one three
uwb_atcc,uwb_atcc/sample_67.wav,line up one three austrian seven one two zulu
uwb_atcc,uwb_atcc/sample_68.wav,ruzyne tower good evening air france one zero eight
uwb_atcc,uwb_atcc/sample_69.wav,hello air france one zero eight two ruzyne tower continue appro
uwb_atcc,uwb_atcc/sample_70.wav,we continue
uwb_atcc,uwb_atcc/sample_71.wav,austrian seven one two zulu runway one three cleared for takeoff wind one six zero degrees three knots bye bye
uwb_atcc,uwb_atcc/sample_72.wav,cleared for takeoff one three austrian seven one two zulu
uwb_atcc,uwb_atcc/sample_73.wav,tower good morning camber three five two four
uwb_atcc,uwb_atcc/sample_74.wav,hello camber three five two four ruzyne tower
uwb_atcc,uwb_atcc/sample_75.wav,aero flot one four two runway three one cleared for immediate takeoff wind one eight zero degrees three knots traffic three miles final
uwb_atcc,uwb_atcc/sample_76.wav,cleared takeoff aero flot one four two
uwb_atcc,uwb_atcc/sample_77.wav,csa nine six one contact ruzyne ground one two one decimal nine
uwb_atcc,uwb_atcc/sample_78.wav,one two one nine
uwb_atcc,uwb_atcc/sample_79.wav,csa nine seven five runway one three clear to land wind zero five zero degrees
uwb_atcc,uwb_atcc/sample_80.wav,ok do that csa seven five
uwb_atcc,uwb_atcc/sample_81.wav,csa seven zero one departing traffic a three nineteen runway one three clear to land wind zero six zero degrees six knots
uwb_atcc,uwb_atcc/sample_82.wav,runway one three clear to land csa seven zero one
uwb_atcc,uwb_atcc/sample_83.wav,ready
uwb_atcc,uwb_atcc/sample_84.wav,for departure
uwb_atcc,uwb_atcc/sample_85.wav,one one nine two
uwb_atcc,uwb_atcc/sample_86.wav,klm five six tango runway three one cleared for takeoff wind calm bye bye
uwb_atcc,uwb_atcc/sample_87.wav,cleared for takeoff three one
uwb_atcc,uwb_atcc/sample_88.wav,speed bird eight five six contact ruzyne ground one two one decimal nine
uwb_atcc,uwb_atcc/sample_89.wav,one
uwb_atcc,uwb_atcc/sample_90.wav,jobair zero eight one runway three one cleared for takeoff wind three four zero degrees and four knots
uwb_atcc,uwb_atcc/sample_91.wav,for takeoff jobair zero eight two
uwb_atcc,uwb_atcc/sample_92.wav,lufthansa two mike echo line up runway three one lufthansan eight two miking echo lining up runway two one
uwb_atcc,uwb_atcc/sample_93.wav,ruzyne tower aero flot one four three ils established runway one three air france one three aero flight one four four three good evening continue approach
uwb_atcc,uwb_atcc/sample_94.wav,continue approach aero flot one
uwb_atcc,uwb_atcc/sample_95.wav,speed bird three zero charlie ready
uwb_atcc,uwb_atcc/sample_96.wav,speed bird three zero charlie roger ready immediately
uwb_atcc,uwb_atcc/sample_97.wav,to
uwb_atcc,uwb_atcc/sample_98.wav,line up runway one three cleared for immediate takeoff wind zero six zero seven knots
uwb_atcc,uwb_atcc/sample_99.wav,clear to land and takeoff runway one three speed bird three zero charlie
uwb_atcc,uwb_atcc/sample_100.wav,csa five delta romeo establish ils runway one three
uwb_atcc,uwb_atcc/sample_101.wav,csa five delta romeo
uwb_atcc,uwb_atcc/sample_102.wav,continue approach no
uwb_atcc,uwb_atcc/sample_103.wav,approach csa five delta romeo
uwb_atcc,uwb_atcc/sample_104.wav,five three seven left papa next lima and conta
uwb_atcc,uwb_atcc/sample_105.wav,lima one two one nine csa five
uwb_atcc,uwb_atcc/sample_106.wav,aerosvit two zero nine departing
uwb_atcc,uwb_atcc/sample_107.wav,runway three one clear to land wind calm cleared to land
uwb_atcc,uwb_atcc/sample_108.wav,csa eight echo charlie papa lima ground one two one nine
uwb_atcc,uwb_atcc/sample_109.wav,lima one two one nine csa eight echo charlie
uwb_atcc,uwb_atcc/sample_110.wav,csa two mike charlie runway one three clear to land wind zero eight zero degrees
uwb_atcc,uwb_atcc/sample_111.wav,clear to land runway one three csa two mike charlie
uwb_atcc,uwb_atcc/sample_112.wav,b air one four one runway three one cleared for takeoff wind calm
uwb_atcc,uwb_atcc/sample_113.wav,runway three one cleared for takeoff b air one four one
uwb_atcc,uwb_atcc/sample_114.wav,csa eight three five ground one two one decimal nine one two nine csa eight three fi
uwb_atcc,uwb_atcc/sample_115.wav,csa five mike bravo runway one three clear to land wind zero two zero degrees six knots
uwb_atcc,uwb_atcc/sample_116.wav,clear to land runway one three csa five mike bravo
uwb_atcc,uwb_atcc/sample_117.wav,lufthansa four tango papa reduce to one four zero knots closing traffic ahead separation is four miles
uwb_atcc,uwb_atcc/sample_118.wav,lufthansa four tango papa
uwb_atcc,uwb_atcc/sample_119.wav,thank you
uwb_atcc,uwb_atcc/sample_120.wav,csa five one seven runway three one clear to land wind one six zero degrees four knots
uwb_atcc,uwb_atcc/sample_121.wav,runway three one clear to land csa five one seven
uwb_atcc,uwb_atcc/sample_122.wav,lufthansa nine echo lima
uwb_atcc,uwb_atcc/sample_123.wav,lufthansa nine echo lima ruzyne tower good afternoon
uwb_atcc,uwb_atcc/sample_124.wav,turkish one seven six nine contact ruzyne ground one two one decimal nine good bye
uwb_atcc,uwb_atcc/sample_125.wav,one two one decimal nine turkish one seven six nine bye bye
uwb_atcc,uwb_atcc/sample_126.wav,csa four delta romeo runway one three cleared for takeoff wind zero four zero degrees five knots
uwb_atcc,uwb_atcc/sample_127.wav,cleared for takeoff runway one three csa four delta romeo
uwb_atcc,uwb_atcc/sample_128.wav,csa seven zero one contact ruzyne ground one two one decimal nine one three one nine csa seven zero on
uwb_atcc,uwb_atcc/sample_129.wav,lufthansa nine echo lima runway one three cleared for takeoff wind zero seven zero degrees eight knots good bye
uwb_atcc,uwb_atcc/sample_130.wav,lufthansa nine echo lima runway one three cleared to takeoff bye bye
uwb_atcc,uwb_atcc/sample_131.wav,golf
uwb_atcc,uwb_atcc/sample_132.wav,csa seven three two two ruzyne tower roger
uwb_atcc,uwb_atcc/sample_133.wav,csa zero two four runway three one cleared for takeoff wind one eight zero degrees four knots
uwb_atcc,uwb_atcc/sample_134.wav,runway three one
uwb_atcc,uwb_atcc/sample_135.wav,csa zero two
uwb_atcc,uwb_atcc/sample_136.wav,csa four kilo papa line up runway three one
uwb_atcc,uwb_atcc/sample_137.wav,line up runway three one csa four kilo papa
uwb_atcc,uwb_atcc/sample_138.wav,ruzyne tower csa one zero four ready for departure
uwb_atcc,uwb_atcc/sample_139.wav,csa one zulu alfa ruzyne tower roger
uwb_atcc,uwb_atcc/sample_140.wav,finn air seven one six whiskey line up runway three one
uwb_atcc,uwb_atcc/sample_141.wav,line up runway three one finn air seven one six whiskey
uwb_atcc,uwb_atcc/sample_142.wav,ruzyne tower csa eight five six ready
uwb_atcc,uwb_atcc/sample_143.wav,csa eight five six tower roger
uwb_atcc,uwb_atcc/sample_144.wav,sky travel one zero three eight line up runway three one line up and wait runway two one sky travel onezero three eight
uwb_atcc,uwb_atcc/sample_145.wav,ruzyne tower
uwb_atcc,uwb_atcc/sample_146.wav,csa nine three delta fully established ils three one csa nine two delta runway three one clear to land wind one one zero degrees six knots
uwb_atcc,uwb_atcc/sample_147.wav,clear to land runway three one csa nine three delta
uwb_atcc,uwb_atcc/sample_148.wav,wizz air five five six runway three one cleared for immediate takeoff wind c
uwb_atcc,uwb_atcc/sample_149.wav,cleared for immediate takeoff runway three one wizz air five five six
uwb_atcc,uwb_atcc/sample_150.wav,csa zero three taxi papa
uwb_atcc,uwb_atcc/sample_151.wav,foxtrot and hotel
